DISCLAIMER: This software is experimental. Use at your own risk. Sensor data is NOT synchronized.
2019-07-24 10:07:10.976137
C: 253.37,0
S:        0.0 g    00:00:01
T: 43.96,44.68,20.31,28.17,1
2019-07-24 10:07:11.038632
C: 248.68,1000
S:        0.0 g    00:00:02
T: 43.73,44.34,20.31,28.14,1001
2019-07-24 10:07:11.085504
C: 258.06,2000
S:        0.0 g    00:00:03
T: 43.56,44.04,20.28,28.14,2001
2019-07-24 10:07:11.132376
C: 253.37,3000
S:        0.0 g    00:00:04
T: 43.35,43.80,20.28,28.14,3001
2019-07-24 10:07:11.245290
C: 258.06,4000
S:        0.0 g    00:00:05
T: 43.18,43.53,20.28,28.11,4001
2019-07-24 10:07:11.354589
C: 248.68,5000
S:        0.0 g    00:00:06
T: 42.98,43.29,20.25,28.07,5001
2019-07-24 10:07:11.463956
C: 248.68,6000
S:        0.0 g    00:00:07
T: 42.81,43.09,20.28,28.07,6001
2019-07-24 10:07:11.588947
C: 248.68,7000
S:        0.0 g    00:00:08
T: 42.64,42.85,20.21,28.04,7001
2019-07-24 10:07:11.713941
C: 253.37,8000
S:        0.0 g    00:00:09
T: 42.44,42.65,20.25,28.04,8001
2019-07-24 10:07:11.838931
C: 248.68,9000
S:        0.0 g    00:00:10
T: 42.24,42.41,20.25,28.04,9001
2019-07-24 10:07:11.963924
C: 258.06,10000
S:        0.0 g    00:00:11
T: 42.07,42.17,20.21,27.97,10001
2019-07-24 10:07:12.088915
C: 258.06,11000
S:        0.0 g    00:00:12
T: 41.90,42.00,20.21,28.00,11001
2019-07-24 10:07:12.198282
C: 248.68,12000
S:        0.0 g    00:00:13
T: 41.69,41.80,20.21,27.97,12001
2019-07-24 10:07:12.323277
C: 258.06,13000
S:        0.0 g    00:00:14
T: 41.56,41.63,20.21,27.94,13001
2019-07-24 10:07:12.448266
C: 258.06,14000
S:        0.0 g    00:00:15
T: 41.42,41.43,20.21,27.97,14001
2019-07-24 10:07:12.573257
C: 258.06,15000
S:        0.0 g    00:00:16
T: 41.25,41.26,20.18,27.94,15001
2019-07-24 10:07:12.698248
C: 258.06,16000
S:        0.0 g    00:00:17
T: 41.08,41.09,20.18,27.94,16001
2019-07-24 10:07:13.057597
C: 248.68,17000
2019-07-24 10:07:13.182589
